"Serial"	"datetime"	"Pre-PressfitLoad"	"AssemblyAngle"	"PressfitLoad"	"AdjAmount_1"	"AdjAmount_2"	"Flowrate"	"X1"	"Y1"	"L1"	"OilLeak"	"PartNo"	"EqNo"
202203210713763	2022-04-01 14:03:41	0.86	0.52	1.8	12.92	40.99	1053.44	1.4	-14.8	77.9	0.03	100	1
202203210713520	2022-04-01 14:10:01	1.5	0.41	1.8	15.09	40.47	1071.37	0.2	-21.3	81.8	-0.03	100	2
202203210713543	2022-04-01 14:10:13	1.9	0.63	1.8	14.85	38.44	1056.39	0.2	-17.7	79.1	0.03	100	1
202203210713495	2022-04-01 14:15:35	0.83	0.59	1.8	13.79	38.94	1071.34	1.6	-16.8	78.8	-0.07	101	1
202203210713496	2022-04-01 14:18:06	1.64	0.24	1.8	14.95	39.77	1049.98	0.7	-19.6	82.9	0	101	2
202203210713715	2022-04-01 14:19:09	1.7	0.71	1.8	10.2	42.98	1072.63	0.6	-17.6	82.1	0	101	1
202203210713764	2022-04-01 14:19:51	0.75	1.04	1.8	13.4	40.93	1071.2	2.6	-20.1	82.8	-0.07	101	2
202203210713739	2022-04-01 14:28:38	1.6	0.53	1.8	13.81	40.88	1059.21	0.1	-15.8	79.5	-0.1	101	1
202203210713716	2022-04-01 14:30:12	1.57	-0.08	1.8	14.64	38.75	1045.81	-1	-15.8	78.1	-0.11	101	2
202203210713656	2022-04-01 14:36:05	1.73	0.27	1.8	11.97	41.8	1052.53	0.2	-14.1	76.3	0.01	101	1
202203210713740	2022-04-01 14:36:28	1.51	0.46	1.8	16.14	37.71	1062.33	0.2	-16.4	76.4	0.04	101	2
202203210713755	2022-04-01 14:37:27	1.47	0.49	1.8	12.37	41.45	1059.51	1.1	-17.7	81.8	0.01	101	1
202203210713681	2022-04-01 14:40:05	1.7	0.63	1.8	13.61	40.21	1061.38	0.4	-15.3	80.1	-0.07	101	1
202203210713670	2022-04-01 14:41:41	1.57	0.45	1.8	16.08	38.03	1059.96	-0.2	-16.4	79.2	-0.1	101	2
202203210713708	2022-04-01 14:45:09	1.67	0	1.8	14.38	39.36	1068.05	1.3	-16.8	76.9	0.06	101	1
202203210713632	2022-04-01 14:51:14	1.13	0.65	1.8	12.41	40.55	1072.06	0.7	-15.1	77.7	0.05	101	1
202203210713756	2022-04-01 14:56:19	1.43	0.29	1.8	12.28	42.51	1064.48	0.1	-16.7	81.5	-0.02	101	2
202203210713731	2022-04-01 14:56:48	1.66	0.7	1.8	19.01	35.53	1057.3	0.9	-15.8	77	-0.08	101	2
202203210713646	2022-04-01 14:57:54	1.68	0.51	1.8	15.13	39.08	1061.39	0.6	-16.1	76.7	0.12	101	1
202203210713657	2022-04-01 15:00:19	1.72	0.86	1.8	11.78	41.5	1071.28	1	-20.3	83.1	-0.01	101	2
202203210713769	2022-04-01 15:00:49	1.05	0.86	1.8	16.58	38.18	1056.03	0.1	-15.6	77.7	0	101	2
202203210713732	2022-04-01 15:03:33	1.57	0.57	1.8	15.32	38.54	1069.76	0.5	-18.2	78.2	0.05	101	1
202203210713682	2022-04-01 15:06:37	1.63	0.01	1.8	14.08	39.36	1051.24	0.9	-17.5	80.2	-0.02	101	2
202203210713721	2022-04-01 15:08:38	1.71	0.83	1.8	18.54	35.27	1072.52	-0.3	-14.6	80.3	0.01	101	2
202203210713722	2022-04-01 15:13:05	1.72	0.81	1.8	15.93	37.33	1073.09	1.1	-16.8	75.8	0.09	101	1
202203210713683	2022-04-01 15:15:58	1.58	0.69	1.8	13.27	41.41	1061.82	0.2	-19.3	83.6	-0.15	101	1
202203210713633	2022-04-01 15:17:33	1.25	0.39	1.8	14.4	40.02	1061.55	-0.3	-18.5	81.3	0.05	101	2
202203210713745	2022-04-01 15:17:40	1.63	1.04	1.8	14.54	40.22	1062.74	0.1	-14.3	77.8	-0.11	101	2
202203210713634	2022-04-01 15:18:31	1.09	0.52	1.8	16.9	38.56	1064.31	-0.8	-20.1	83.8	0	101	1
202203210713671	2022-04-01 15:22:32	1.53	0.72	1.8	18.25	36.23	1070.71	-0.3	-15.4	77.1	9.99	101	2
202203210713672	2022-04-01 15:22:40	1.61	1.24	1.8	20.15	35.12	1072.11	-0.1	-16	75	0.01	101	1
202203210713771	2022-04-01 15:23:07	1.66	0.79	1.8	16.55	37.69	1060.93	0	-14.7	78.7	0	101	1
202203210713757	2022-04-01 15:23:15	1.59	0.49	1.8	15.69	38.97	1070.1	-0.5	-19	81.6	0.06	101	2
202203210713746	2022-04-01 15:26:10	1.62	1.02	1.8	15.71	38.63	1064.61	-0.4	-13.8	82.1	0	101	1
202203210713709	2022-04-01 15:29:46	1.81	0.61	1.8	13.1	41.67	1065.9	0.1	-16	79.7	0.04	101	2
202203210713723	2022-04-01 15:34:01	1.9	0.52	1.8	18.1	35.98	1052.87	-0.1	-18.7	80.5	0	101	1
202203210713698	2022-04-01 15:36:51	1.65	0.56	1.8	11.93	42.44	1061.19	0.1	-17.5	77.7	0.06	101	1
202203210713647	2022-04-01 15:39:09	1.56	0.91	1.8	12.98	40.73	1073.21	-0.6	-14.8	77.3	-0.08	101	2
202203210713659	2022-04-01 15:39:44	1.58	0.55	1.8	13.3	40.48	1055.49	0.5	-18.5	80.6	0.01	101	1
202203210713733	2022-04-01 15:43:19	1.66	0.61	1.8	12.67	41.44	1059.79	-1.8	-16.7	79.5	0.03	101	2
202203210713673	2022-04-01 15:43:40	1.63	0.96	1.8	11.59	42.06	1067.91	-0.9	-17	79.4	-0.02	101	2
202203210713684	2022-04-01 15:46:32	1.57	0.63	1.8	17.58	37.3	1054.98	2.2	-14.2	74.2	0.06	101	1
202203210713759	2022-04-01 15:49:49	1.63	0.63	1.8	15.53	38.37	1056.56	0.5	-15.9	79.8	-0.05	101	2
202203210713635	2022-04-01 15:52:49	0.91	0.72	1.8	10.99	42.01	1059.78	1.9	-14.9	73.2	-0.02	101	1
202203210713747	2022-04-01 15:56:36	1.55	1.03	1.8	16.75	37.01	1067.59	-0.5	-16.5	77.8	0.01	101	2
202203210713758	2022-04-01 15:57:18	1.58	0.8	1.8	13.51	40.68	1044.53	0.2	-15	74.1	0.05	101	1
202203210713710	2022-04-01 16:00:59	1.67	0.78	1.8	12.84	40.11	1061.05	2	-16.2	77.3	-0.06	101	1
202203210713699	2022-04-01 16:01:39	1.66	0.83	1.8	13.75	40.4	1071.34	-0.6	-19.2	80.6	0.03	101	2
202203210713711	2022-04-01 16:02:56	1.79	1	1.8	17.7	36.19	1052.25	-1	-17.5	78	0.03	101	2
202203210713690	2022-04-01 16:03:28	1.45	0.87	1.8	14.89	39.05	1065.82	-0.3	-17.1	80.3	-0.01	101	2
202203210713735	2022-04-01 16:06:21	1.76	0.91	1.8	19.73	36.9	1059.6	0.4	-17.7	78.1	0.01	101	1
202203210713665	2022-04-01 16:12:33	1.56	0.87	1.8	11.39	42.69	1071.93	-0.7	-17.3	77.6	0.04	101	2
202203210713666	2022-04-01 16:16:41	1.51	0.62	1.8	14.28	39.88	1072.94	2.3	-14.5	77	0.14	101	1
202203210713751	2022-04-01 16:28:29	1.49	0.84	1.8	13.48	39.85	1047.71	0.3	-14.6	75.2	0.05	101	2
202203210713765	2022-04-01 16:33:39	0.81	0.84	1.8	11.72	41.92	1066.22	1	-15.9	79	0.02	101	1
202203210713641	2022-04-01 16:38:28	1.6	-0.74	1.8	13.3	40.35	1070.67	-1.8	-15.8	77.2	0	101	2
202203210713691	2022-04-01 16:40:16	0.86	-0.08	1.8	15.1	38.04	1068.6	0.5	-15.8	74.5	0.02	101	1
202203210713727	2022-04-01 16:44:46	1.66	0.97	1.8	14.93	39.28	1072.04	-0.7	-15.3	80.7	-0.05	101	2
202203210713642	2022-04-01 16:46:54	1.68	-0.6	1.8	17.12	37.41	1060.51	0.9	-16.7	75.7	0.03	101	1
202203210713703	2022-04-01 16:47:07	1.62	0.72	1.8	10.6	42.75	1070.06	0.2	-17.1	83.5	0	101	2
202203210713717	2022-04-01 16:54:36	1.78	1.02	1.8	17.78	36.11	1071.79	0.9	-15.5	79.6	0	101	1
202203210713653	2022-04-01 16:54:46	1.53	0.91	1.8	15.21	38.95	1072.83	-0.8	-15.8	77.6	-0.02	101	2
202203210713678	2022-04-01 16:57:15	1.62	0.7	1.8	16.05	37.84	1072.32	-0.4	-16.6	80.6	0.02	101	2
202203210713667	2022-04-01 17:00:54	1.59	0.84	1.8	12.67	40.8	1071.16	-0.1	-15.7	79.4	-0.15	101	1
202203210713753	2022-04-01 17:06:36	1.63	0.33	1.8	12.48	40.22	1059.33	0.4	-20.2	84.5	-0.04	101	1
202203210713752	2022-04-01 17:12:43	1.5	0.58	1.8	15.93	38.03	1042.06	-0.9	-14.7	74.2	-0.09	101	2
202203210713692	2022-04-01 17:15:38	1.53	0.76	1.8	14.83	37.83	1059.27	0.9	-18.1	81.9	-0.04	101	1
202203210713629	2022-04-01 17:16:09	1.21	0.6	1.8	18.15	35.81	1075.46	0.1	-18.4	80.3	0.07	101	2
202203210713643	2022-04-01 17:18:06	1.75	0.19	1.8	9.71	43.65	1070.56	1.6	-16	79.5	0.02	101	1
202203210713728	2022-04-01 17:22:05	1.68	0.8	1.8	16.15	38.32	1080.61	0.1	-16.4	80.8	-0.02	101	2
202203210713704	2022-04-01 17:23:22	1.65	0.7	1.8	16.98	36.7	1066.69	-0.4	-15.9	79.5	-0.03	101	2
202203210713705	2022-04-01 17:24:01	1.67	0.86	1.8	14.4	39.85	1065.15	1.4	-15.3	80.9	-0.03	101	1
202203210713729	2022-04-01 17:27:07	1.7	0.36	1.8	17.75	37.49	1069.83	2	-15	80.9	0.07	101	1
202203210713654	2022-04-01 17:30:42	1.57	0.68	1.8	17.85	36	1066.6	-0.2	-15.4	80.3	0.05	102	2
202203210713766	2022-04-01 17:35:51	1.46	1	1.8	12.45	42.12	1054.12	-0.4	-15.4	76.2	0	102	2
202203210713630	2022-04-01 17:44:42	1.08	0.52	1.8	13.71	40.57	1065.45	-0.7	-17	79.3	0.05	102	2
202203210713742	2022-04-01 17:55:36	1.51	0.32	1.8	13.33	41.78	1054.49	0.3	-15.5	77	0	102	2
202203210713718	2022-04-01 18:00:17	1.66	2.07	1.8	13.76	40.37	1061.41	1.8	-18.3	79.7	0.01	102	2
202203210713719	2022-04-01 18:07:08	1.68	0.62	1.8	11.29	41.61	1050.53	-0.1	-17	78.7	-0.01	102	1
202203210713669	2022-04-01 18:07:49	1.58	0.82	1.8	13.28	41.32	1076.9	0.6	-14.5	79.3	0.03	102	1
202203210713668	2022-04-01 18:09:06	1.68	0.79	1.8	13.63	40.76	1067.93	-1.2	-16.1	76.7	0	102	2
202203210713694	2022-04-01 18:09:08	1.45	0.76	1.8	15.95	38.59	1057.1	0.2	-14.9	76.3	0.01	102	2
202203210713743	2022-04-01 18:09:16	1.52	-0.33	1.8	16.37	37.85	1051.82	-0.8	-15.9	75.8	-0.07	102	1
202203210713644	2022-04-01 18:09:32	1.77	1.2	1.8	15.34	38.86	1074.07	0.1	-15.4	77.6	-0.01	102	2
202203210713695	2022-04-01 18:15:46	1.67	0.97	1.8	13.58	40.12	1065.88	0	-17.1	78.4	0	102	1
202203210713754	2022-04-01 18:21:55	1.17	0.62	1.8	9.25	44.31	1049.4	1.8	-17.2	78.9	0.01	102	2
202203210713768	2022-04-01 18:22:17	1.29	0.96	1.8	17.39	36.46	1065.74	0.3	-16.2	79.1	0	102	1
202203210713706	2022-04-01 18:23:10	1.63	0.53	1.8	14.69	39.37	1066.53	-0.2	-17	79.3	0	102	2
202203210713645	2022-04-01 18:26:59	1.85	1.32	1.8	12.65	41.4	1065.1	0.1	-16.1	77.2	-0.05	102	1
202203210713730	2022-04-01 18:28:27	1.33	0.6	1.8	14.54	39.64	1067.46	1.3	-14.6	76.4	0.01	102	2
202203210713744	2022-04-01 18:30:08	1.6	0.47	1.8	16.06	37.21	1055.08	1.4	-19.6	79.7	0.1	102	1
202203210713787	2022-04-01 18:36:44	1.8	0.59	1.8	11.91	41.47	1055.3	0.2	-16.2	77	0.04	102	2
202203210713910	2022-04-01 18:55:16	1.44	1.22	1.8	8.44	46.01	1053.86	0.3	-15.2	75.1	-0.1	102	1
202203210713862	2022-04-01 19:00:09	1.42	-0.64	1.8	11.32	42.53	1047.67	-0.1	-15.4	78.5	0.02	102	1
202203210713872	2022-04-01 19:01:10	1.49	0.42	1.8	15.53	38.93	1061.8	0.3	-19.9	81.6	0.09	102	2
202203210713847	2022-04-01 19:06:23	1.59	0.82	1.8	12.37	41.24	1071.73	-0.2	-15.2	76.5	0.72	102	2
202203210713799	2022-04-01 19:08:42	1.77	0.86	1.8	12.41	41.08	1052.82	-1.3	-13.7	76	-0.06	102	2
202203210713823	2022-04-01 19:16:09	1.85	1.02	1.8	11.08	43.41	1050.3	0.1	-15.4	76	-0.01	102	2
202203210713837	2022-04-01 19:30:44	1.64	1.02	1.8	12.67	40.47	1059.08	-0.3	-14.3	78.3	-0.04	102	1
202203210713898	2022-04-01 19:31:36	1.35	0.88	1.8	13.66	41.04	1061.05	1.1	-19.6	80.1	0.02	102	1
202203210713775	2022-04-01 19:33:01	0.81	0.72	1.8	11.49	42.34	1049.36	-2.9	-16.5	75.9	0	102	2
202203210713897	2022-04-01 19:35:19	1.56	0.69	1.8	15.16	40.17	1034.64	1	-15.6	75.9	0	102	2
202203210713789	2022-04-01 19:36:16	1.81	1.28	1.8	13.33	39.47	1036.28	1.2	-17.5	78.5	0	102	1
202203210713850	2022-04-01 19:36:59	1.67	1.04	1.8	12.94	41.43	1053.83	1.1	-15.2	77.3	0.07	102	1
202203210713873	2022-04-01 19:39:24	1.7	0.76	1.8	13.98	39.69	1069.47	-0.8	-18.6	82.6	0	102	2
202203210713849	2022-04-01 19:48:18	1.73	0.96	1.8	17.8	35.76	1046.76	-0.4	-15.2	76.1	0.03	102	2
202203210713874	2022-04-01 19:48:24	1.58	0.9	1.8	12.06	41.13	1061.28	0.3	-15.8	77	0	102	1
202203210713801	2022-04-01 19:53:45	1.88	0.87	1.8	14.76	39.68	1055.55	1.4	-13.2	75	-0.02	102	1
202203210713824	2022-04-01 19:55:01	1.74	0.58	1.8	9.26	43.65	1038.15	0.7	-17.3	77.7	0.01	102	2
202203210713800	2022-04-01 19:55:31	1.65	0.81	1.8	15.99	38.06	1048.87	-1.7	-18.1	77.3	-0.03	102	2
202203210713864	2022-04-01 19:58:02	1.75	0.92	1.8	12.25	40.55	1043.12	0.3	-15.8	76.6	0.01	102	1
202203210713887	2022-04-01 20:00:24	1.62	0.72	1.8	13.75	40.28	1053.38	4.3	-22.5	82.2	-0.03	102	2
202203210713863	2022-04-01 20:00:41	1.63	0.63	1.8	10.11	43.2	1054.41	-0.9	-17.9	78.8	0.02	102	2
202203210713825	2022-04-01 20:10:23	1.86	0.57	1.8	16.25	37.58	1046.15	0.3	-14.6	75.3	0	102	1
202203210713777	2022-04-01 20:10:49	0.9	0.61	1.8	16	38.1	1049.51	0.5	-14.5	76.4	0	102	1
202203210713838	2022-04-01 20:11:36	1.59	0.84	1.8	15.33	39.05	1057.52	0.8	-15.6	78.8	0.02	102	2
202203210713814	2022-04-01 20:13:39	1.74	0.74	1.8	11.32	43.07	1060.77	0.2	-15.4	79.4	-0.01	102	2
202203210713815	2022-04-01 20:14:39	1.68	0.78	1.8	10.63	43.02	1062.21	-0.1	-18.7	82.3	0	102	1
202203210713899	2022-04-01 20:14:52	1.55	0.97	1.7	13.69	39.95	1031.98	-0.1	-14.5	75.9	0.03	102	2
202203210713913	2022-04-01 20:16:43	0.77	1	1.8	12.63	41.57	1057.25	0.6	-14.9	73.2	-0.02	102	1
202203210713790	2022-04-01 20:22:13	1.79	0.76	1.8	13.66	40.94	1051.46	-0.8	-16.5	80.5	0.01	102	2
202203210713839	2022-04-01 20:23:46	1.82	0.85	1.8	11.49	42.64	1062.2	1.4	-14.7	78.4	-0.05	102	1
202203210713875	2022-04-01 20:24:26	1.65	0.98	1.8	13.12	41.92	1058.11	0.5	-16	76.8	-0.02	102	2
202203210713791	2022-04-01 20:25:56	1.78	0.83	1.8	12.45	41.76	1057.87	-0.6	-18.2	80.6	-0.01	102	1
202203210713851	2022-04-01 20:28:07	1.68	0.89	1.8	14.3	41.14	1066.27	0.8	-18.1	80.7	0	102	2
202203210713816	2022-04-01 20:35:19	1.82	0.8	1.8	12.57	40.17	1059.5	0.9	-15.5	78.5	-0.05	102	1
202203210713826	2022-04-01 20:40:38	1.74	1.11	1.8	15.39	39.67	1059.68	0.1	-16.7	79	0.07	102	2
202203210713802	2022-04-01 20:41:36	1.6	1.08	1.8	12.66	41.55	1049.92	-1.5	-21.3	83.1	-0.11	102	2
202203210713901	2022-04-01 20:43:24	1.66	0.96	1.8	13.91	40.47	1050.92	0.4	-15	75.3	-0.02	102	1
202203210713900	2022-04-01 20:46:50	1.54	0.56	1.7	15.11	39.16	1042.14	-0.9	-17.9	78.9	0.03	102	2
202203210713685	2022-04-01 20:52:58	1.68	0.9	1.8	13.06	39.75	1060.06	-0.8	-15.8	78.1	0	102	2
202203210713660	2022-04-01 20:54:16	1.53	0.96	1.8	13.63	40.38	1065.39	-0.5	-15.9	80.8	0.14	102	2
202203210713661	2022-04-01 20:54:57	1.55	1.02	1.8	13.95	39.68	1071.4	0.8	-16.5	79.2	0.01	102	1
202203210713792	2022-04-01 20:55:34	1.76	0.95	1.8	13.55	39.86	1032.08	-0.3	-18.9	81.2	-0.01	102	1
202203210713772	2022-04-01 20:56:19	0.79	0.74	1.8	9.77	43.75	1038.35	-0.2	-15.5	76.5	0.05	102	2
202203210713636	2022-04-01 20:59:28	0.86	0.61	1.8	14.48	38.87	1067.18	-0.3	-15.5	77.4	0	102	2
202203210713686	2022-04-01 21:07:51	1.61	1.38	1.8	14.75	39.59	1065.89	0.4	-15.2	79.7	-0.01	102	1
202203210713773	2022-04-01 21:08:44	0.84	0.47	1.8	11.6	42.77	1063.31	-0.6	-18.3	82.2	-0.13	102	1
202203210713748	2022-04-01 21:08:56	1.57	1.02	1.8	13.02	40.78	1060.75	-0.2	-15.6	81.3	0	102	2
202203210713725	2022-04-01 21:10:17	1.57	1.02	1.8	8.1	45.42	1050.8	-0.4	-15.9	79.4	0.03	102	1
202203210713637	2022-04-01 21:24:05	1.08	1.06	1.8	12.27	42.1	1053.31	-0.9	-14.9	77.6	-0.01	102	1
202203210713749	2022-04-01 21:30:00	1.37	0.62	1.8	14.63	39.61	1070.18	0.5	-14.9	78.7	0	102	1
202203210713675	2022-04-01 21:30:49	1.65	0.42	1.8	13.71	41.98	1063.56	-1.8	-18.1	80.4	0	102	1
202203210713700	2022-04-01 21:38:12	1.62	0.52	1.8	12.53	41.56	1053.68	0.1	-15.7	76.7	0.07	102	2
202203210713701	2022-04-01 21:39:55	1.55	0.81	1.8	15.25	38.96	1061.56	1.9	-15.2	79	-0.09	102	1
202203210713760	2022-04-01 21:41:21	0.77	0.79	1.8	12.09	41.69	1047.47	0	-18.9	80.6	-0.08	102	2
202203210713774	2022-04-01 21:48:11	0.72	0.91	1.8	13.7	40.18	1067.81	0.5	-17.4	79.9	-0.03	102	1
202203210713650	2022-04-01 21:51:33	1.54	0.73	1.8	14.33	39.14	1065.48	1.3	-18.5	79.6	-0.04	102	2
202203210713712	2022-04-01 21:52:09	1.42	1.03	1.8	13.56	40.65	1061.22	0	-17.8	81.4	0.25	102	2
202203210713726	2022-04-01 21:52:54	1.53	-0.58	1.8	14.72	39.44	1063.81	2.1	-14.9	77.5	0.04	102	1
202203210713651	2022-04-01 21:53:36	1.41	0.19	1.8	9.54	44.03	1055.69	0.1	-13.7	74.6	0	102	1
202203210713750	2022-04-01 21:55:44	1.52	0.67	1.8	14.81	39.33	1063.94	0	-15.9	79.2	0.04	102	2
202203210713761	2022-04-01 21:58:02	0.96	0.7	1.8	10.69	43.59	1051.83	1.5	-18	78	-0.07	102	1
202203210713662	2022-04-01 21:59:26	1.58	0.63	1.8	15.21	39.11	1068.02	-0.3	-20.1	84.8	0.03	102	2
202203210713677	2022-04-01 22:02:32	1.57	-0.71	1.8	14.22	40.12	1077.08	0.9	-13.8	79.8	0	102	1
202203210713713	2022-04-01 22:08:46	1.67	1.21	1.8	13.16	39.4	1062.37	-0.3	-17	77.9	-0.11	102	1
202203210713762	2022-04-01 22:13:31	0.78	1.18	1.8	11.9	41.26	1050.83	-0.2	-17.4	80	0	102	2
202203210713638	2022-04-01 22:13:56	1.1	0.7	1.8	10.98	42.33	1076.66	0.5	-16.8	78	0	102	1
202203210713702	2022-04-01 22:17:38	1.46	0.85	1.8	14.24	39.33	1069.9	-0.5	-16.9	77.8	0.06	102	2
202203210713652	2022-04-01 22:17:41	1.5	0.57	1.8	10.1	43.08	1047.43	0.7	-16	77.9	0.05	102	2
202203210713663	2022-04-01 22:18:21	1.68	0.75	1.8	14.44	39.34	1064.87	0.8	-17.7	78.3	0.16	102	1
202203210713737	2022-04-01 22:22:30	1.69	1.12	1.8	16.35	38.09	1053.36	0.2	-15	78.4	-0.05	102	1
202203210713714	2022-04-01 22:27:36	1.61	0.95	1.8	9.67	43.93	1051.52	-0.6	-17.7	80.7	-0.06	102	2
202203210713738	2022-04-01 22:29:35	1.48	0.73	1.8	12.62	43.23	1087.44	1.4	-17.7	81.1	0.03	100	2
202203210713688	2022-04-01 22:30:24	1.39	0.81	1.8	12.39	40.66	1042.32	1.8	-13.8	75.6	0.05	100	1
202203210713884	2022-04-01 22:31:50	1.62	0.43	1.8	16.86	37.28	1047.68	0.4	-16	80.2	0.02	100	1
202203210713811	2022-04-01 22:33:42	1.74	0.61	1.8	12.94	40.61	1055.59	0.3	-16.1	75	-0.01	100	2
202203210713812	2022-04-01 22:34:57	1.79	0.61	1.8	13.21	40.68	1054.8	1.9	-14.5	76.1	0.05	100	1
202203210713861	2022-04-01 22:40:56	1.75	0.47	1.8	7.83	44.52	1040.84	-1.6	-17.4	79.9	0.07	100	2
202203210713844	2022-04-01 22:42:08	1.72	0.81	1.8	10.87	43.26	1049.62	0.8	-19.2	82.4	0	100	2
202203210713640	2022-04-01 22:43:31	1.59	0.78	1.8	11.11	43.21	1064.33	-0.1	-17.1	77.9	0.04	100	1
202203210713835	2022-04-01 22:45:04	1.74	0.57	1.8	13.71	40.22	1047.4	1.5	-14.5	76.2	-0.01	100	2
202203210713845	2022-04-01 22:45:13	1.71	0.72	1.8	13.99	39.86	1064.98	0.2	-16.1	75.9	0.01	100	1
202203210713796	2022-04-01 22:45:58	1.55	0.75	1.8	10.53	42.82	1071.54	-1.3	-17.5	76.9	0	100	2
202203210713836	2022-04-01 22:56:36	1.78	0.95	1.8	12.49	41.65	1055.38	0.4	-14.4	72.7	0.03	100	1
202203210713797	2022-04-01 23:06:26	1.53	0.87	1.8	14.97	39.39	1045.95	0.1	-17.2	81	0.24	100	1
202203210713870	2022-04-01 23:07:43	1.52	2	1.8	10.88	41.66	1048.6	-0.2	-16.4	79.3	-0.02	100	1
202203210713895	2022-04-01 23:11:44	1.38	0.87	1.8	11.96	42.26	1062.77	-0.2	-16.2	81.4	0.02	100	1
202203210713820	2022-04-01 23:13:22	1.62	0.89	1.8	13.66	40	1057.33	0.3	-15.3	80.6	0.01	100	2
202203210713821	2022-04-01 23:36:11	1.66	0.79	1.8	10.83	42.26	1071.56	-0.1	-17.6	80	0.02	100	1
202203210713905	2022-04-01 23:38:24	0.88	0.71	1.8	10.46	42.2	1041.22	0	-20.1	80.7	0	100	2
202203210713832	2022-04-01 23:40:27	1.44	0.66	1.8	16.67	37.45	1048.4	-0.4	-17	79.6	0.14	100	2
202203210713798	2022-04-01 23:47:30	1.64	0.5	1.8	12.96	41.2	1053.64	0.5	-17.2	77.5	0	100	1
202203210713784	2022-04-02 00:13:10	1.59	0.63	1.8	9.92	44.04	1050.61	-0.4	-16.1	78.1	-0.01	100	2
202203210713919	2022-04-02 00:32:33	1.79	0.49	1.8	13.19	39.9	1071.23	0.1	-15.8	80.4	0.03	100	1
202203210713857	2022-04-02 00:43:47	1.51	0.89	1.8	13.67	42.1	1065.88	0.2	-16	76.9	0	100	2
202203210713883	2022-04-02 00:45:06	1.55	1.07	1.8	15.47	40.55	1067	-0.1	-15.9	77.4	-0.02	100	1
202203210713808	2022-04-02 00:47:10	1.46	0.77	1.8	12.3	41.59	1066.35	-1.4	-17.4	78.2	0	100	2
202203210713871	2022-04-02 00:49:07	1.64	0.38	1.8	17.7	36.65	1051.73	1.3	-15.4	76.8	-0.03	100	1
202203210713882	2022-04-02 00:49:14	1.46	0.71	1.8	13.2	41.52	1049.27	3.4	-16.1	77.3	0.01	100	2
202203210713833	2022-04-02 00:53:33	1.46	0.87	1.8	12.04	42.07	1053.93	0.3	-15.2	76	-0.02	100	2
202203210713906	2022-04-02 00:54:02	1	1.14	1.8	13.01	41.15	1051.5	1.4	-18.7	79.7	0	100	2
202203210713785	2022-04-02 01:00:45	1.66	1.03	1.8	15.6	40.94	1072.37	0	-15.7	75.7	0.03	100	1
202203210713858	2022-04-02 01:04:07	1.51	1.02	1.8	18.31	35.63	1060.16	-0.4	-17.2	77	-0.12	100	2
202203210713907	2022-04-02 01:04:16	1.66	0.92	1.8	10.75	43.14	1052.88	1.1	-18.3	80.8	-0.08	100	1
202203210713786	2022-04-02 01:04:24	1.75	1.02	1.8	14.35	40.21	1053.35	-1.3	-16.1	79.8	-0.07	100	2
202203210714053	2022-04-02 01:06:22	1.81	0.81	1.8	13.14	41.55	1062.39	0.6	-15.9	77	0.01	100	1
202203210713859	2022-04-02 01:08:10	1.59	0.85	1.8	12.48	41.71	1052.48	-1.1	-17.7	79.1	0.05	100	1
202203210713809	2022-04-02 01:11:17	1.59	1.03	1.8	15.48	39.05	1063.64	0.4	-14.7	78.4	-0.01	100	2
202203210713957	2022-04-02 01:12:04	1.85	0.57	1.8	11.82	43.56	1053.34	2.1	-19	85.3	0.03	100	2
202203210713981	2022-04-02 01:13:03	1.74	0.58	1.8	14.74	38.52	1063.19	0.7	-17.8	80.3	0	100	1
202203210714030	2022-04-02 01:13:23	0.85	0.75	1.8	11.91	41.44	1055.01	1.6	-18.3	80.9	-0.05	100	2
202203210713810	2022-04-02 01:14:38	1.62	0.8	1.8	13.44	40.65	1067.5	0.5	-14.5	78.5	0.04	100	1
202203210713932	2022-04-02 01:18:02	1.8	0.61	1.8	13.16	39.89	1062.37	0.4	-16.5	79	0	100	2
202203210714077	2022-04-02 01:23:39	1.95	1.37	1.8	13.6	40.73	1071.08	0.7	-19.3	83.9	0.02	100	1
202203210714006	2022-04-02 01:27:02	1.69	0.74	1.8	11.26	41.92	1054.06	0.7	-14.8	77.4	-0.11	100	2
202203210713992	2022-04-02 01:29:02	1.47	0.92	1.8	13.08	39.17	1083.36	1.9	-17	78.4	0	100	1
202203210714031	2022-04-02 01:33:40	1.37	1.01	1.8	15.53	38.66	1054.35	-0.1	-15.5	76.5	-0.06	100	1
202203210714041	2022-04-02 01:40:30	0.85	0.84	1.8	12.86	41.06	1075.35	-1	-19	81.5	0	100	2
202203210713853	2022-04-02 01:41:40	1.73	0.56	1.8	15.69	37.97	1050.96	0.4	-15.6	77	0	100	1
202203210714055	2022-04-02 01:52:42	1.65	0.63	1.8	13.81	39.01	1068.5	2.1	-19.1	82.4	0.04	100	2
202203210713876	2022-04-02 01:52:53	1.6	0.43	1.8	14.49	38.52	1048.42	1	-14.3	75.2	0.02	100	1
202203210713980	2022-04-02 01:55:42	1.78	0.78	1.8	13.79	40.89	1044.79	1.8	-15.9	75.2	-0.04	100	2
202203210713804	2022-04-02 02:08:13	1.72	0.89	1.8	11.65	42.59	1066.49	1.1	-18	78	-0.02	100	2
